Now,Wed Sep 17 2025 22:11:01 GMT+0800 (Philippine Standard Time),Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
50,Ecelle🎀,bossmadam664,https://www.tiktok.com/@bossmadam664,Mas marami pa kotse nya kisa sa p*nty ko😫,3-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5957bc1c11c484a071a119050c1eb534~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d957f79c&x-expires=1758204000&x-signature=bkrl60MaL2bu2Tb9jkiqpYtvyng%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
51,Caregiver in England,violett.ph,https://www.tiktok.com/@violett.ph,😂😂😂 28 pro s u interview nkraan 40,2-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ecf322dd1b7423380d43302cb5439a05~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f9f02300&x-expires=1758204000&x-signature=0hRxlysocLFZGSztuHM9JfhklBY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
52,Jaja⋆˚꩜.ᐟ,cinnamoroll.qt,https://www.tiktok.com/@cinnamoroll.qt,Tapos sa huli walang makukulong 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️,1-9-2025,5,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f2ef21781fbe9c0f3accf51a01876899~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=218d9654&x-expires=1758204000&x-signature=pj%2BAtt00t1HJMpCAG9EmG%2FKia1M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
53,angela jarry,angelajarry1,https://www.tiktok.com/@angelajarry1,hindi sana mamatay sa baha yung kaibigan ko kinain pala ng buwaya yung budget ng flood control projects,2-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4bb60d59e28cfe55cd1a8e5b643a384b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bfa7f83d&x-expires=1758204000&x-signature=wpyWA0CBHOrmEDd77KoZ3NHA6QE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
54,౨ৎ,wavey_ssss,https://www.tiktok.com/@wavey_ssss,sinasabihan nila ako ng maganda tas mabango daw tas di nila alam dalawa lang bra ko BWHAHAHA,2-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0cd6bf6e9ee0c927f95c13390697a002~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7d7c4e5a&x-expires=1758204000&x-signature=Bqfo8JxOu%2FZQWhmDjC9rZPffw08%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
55,Seven Clock's,ventiktok.com5,https://www.tiktok.com/@ventiktok.com5,GINISA LNG??,2-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7323492322719563777~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c5895842&x-expires=1758204000&x-signature=pipU%2BCDfzGxrfaJKZanszPVrxEc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
56,Kanashii,kr_unforgiven,https://www.tiktok.com/@kr_unforgiven,"walang makukulong sakanila
nasa pilipinas tayo eh 🥱",1-9-2025,8,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2f35c00a4fc8b110b63def84634dabd5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0a31b13b&x-expires=1758204000&x-signature=gU5hr%2FojiyiQAwCitBKAaz%2Fr7ic%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
57,coca_colet,bggjgjggjbojubbie,https://www.tiktok.com/@bggjgjggjbojubbie,ginisa lang? walang kulong?😂😂😂😂😂😂,2-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/43d9eed6fdac915d8cba86b4ed917788~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e53d540d&x-expires=1758204000&x-signature=Qy15aBh2jVGqrZTCcuKmP65viIQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
58,boyan 2.o,boyan2editz,https://www.tiktok.com/@boyan2editz,"tittle: flood control
movie: sasakyan🤣",2-9-2025,5,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/12fa3683c01215d8a7c50fcc8f11ed4f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=de03f2d2&x-expires=1758204000&x-signature=frDTBEb9TT22EaOfzogWrPP6BZU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
59,marxces,marxces8,https://www.tiktok.com/@marxces8,DPWH is the key to riches,2-9-2025,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8575d5e5&x-expires=1758204000&x-signature=CdHeod09BUbnWEtVeQNp96eGGxI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
60,Momy Unty lulo,mommylula2,https://www.tiktok.com/@mommylula2,hooo grabi 28 na. mamahalin car pa nakakalula Ang yaman ni madam.,2-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/68cb46897a0c938f4013c13e7438e327~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b4c92e4e&x-expires=1758204000&x-signature=fS5Je4GMm6ISik%2B4hJbyBnjsf%2FU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
61,Jhames Lloyd Tolentino,jhames.lloyd.tole,https://www.tiktok.com/@jhames.lloyd.tole,si secretary bonoan at ung mga conggresista ang dapat imbestigahan hnd lng sila,1-9-2025,6,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e75c81692752531a35163fbf0d155659~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4e35ae63&x-expires=1758204000&x-signature=orxS0NHCL%2B8zDZeIFrSer0TSRTM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
62,ceejaysalanguste,ceejaysalanguste,https://www.tiktok.com/@ceejaysalanguste,bat po hindi inuna yung bawang?,1-9-2025,6,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f0d7519708c4be07866d7c4b42f99197~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1a21fb95&x-expires=1758204000&x-signature=kvIq%2FPZ3GJBEIA7OCDq5jhYGX5A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
63,Mohana,mohanatan,https://www.tiktok.com/@mohanatan,Mas Maraming Luxury Car Si Sarah Kaya Ayaw Papatinag Ni Estrada 😅,2-9-2025,3,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a0cf4dffaf422ea1a5647b6f0eb1a68a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0a974db1&x-expires=1758204000&x-signature=tHRX2eZX38xyN%2FNRyjO1vdjzFNA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
64,Andrea,andrea8676543,https://www.tiktok.com/@andrea8676543,tuwang tuwa pa,1-9-2025,8,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/505387e815ba71e1c052ae08d5e558b8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=53961df9&x-expires=1758204000&x-signature=jExHCH00QOVqvSbApptLI1J5fKk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
65,Dennis Bermejo,user6131475671051,https://www.tiktok.com/@user6131475671051,ghost cars na pala Yun nawala bigla,2-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3a5afece655ef849984fb4e0cba16833~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=64909fb5&x-expires=1758204000&x-signature=3TftBBNksuNHZ3y0qi9PNl600ls%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
66,marlboroblack,marlboroblack582,https://www.tiktok.com/@marlboroblack582,senador paba si robin? parang diko maramdaman eh,2-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1c8893f7582a80d9bb0ea57c8b3a38c7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4c1731b4&x-expires=1758204000&x-signature=3%2F%2FNYPPQyp9NyEl7EzLN4rRd4sE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
67,gwapa thingz only,justpretty768,https://www.tiktok.com/@justpretty768,yun na yun,1-9-2025,5,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bf846db8e8404a73fdec4080e65fdc2a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a9480238&x-expires=1758204000&x-signature=ci64UPTBQdyWqnSr0rk%2BcTao9TM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
68,mmmm,131373627asd,https://www.tiktok.com/@131373627asd,"kaysa puro luxury item ng mga contractor ang tinatanong nila, bakit di painvistigahan ang income ng mga Yan and then compute nila Yung all items or ariarian, then sabay question.",2-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9eb8280c1d1ce721de7ff6b5f6e13376~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ed93ed5c&x-expires=1758204000&x-signature=b10UXTgxMd5vQXoXebBryl5KkDA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
69,JennyRose8,jennyrosemondrano,https://www.tiktok.com/@jennyrosemondrano,sa interview 40 pag dating sa Senado 28 nalang asan ang iba 🤣🤣,1-9-2025,4,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4753fe9a89f55266d4a3d80467fa823a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8d7a6add&x-expires=1758204000&x-signature=xrIK%2BaK9IyjXOYVwZceS01f81yw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
70,_itsmeginnn on IG,_itsmeginnn,https://www.tiktok.com/@_itsmeginnn,Sasakyan ko rin yan eh,1-9-2025,6,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6bc054bcd1f76d784c15f30c579575f2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1af89456&x-expires=1758204000&x-signature=10Qd3w3Xur7vL0zReXnXA88XSPU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
71,mommy lynn ni eiselle,lynvizconde,https://www.tiktok.com/@lynvizconde,oh bkit 28 nlng 40+ un ah anu tinago n 😆,2-9-2025,0,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/472e066fe833fefff8f4393e4eb24904~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=79a4c6af&x-expires=1758204000&x-signature=MMqUIh1PchXQCJjkAKfjB2J0ybg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
72,ur🫶,sh.lyn2,https://www.tiktok.com/@sh.lyn2,ang tawag dyan deskarte,2-9-2025,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c22a696cb9f2ae3b1ccfbefae50d9718~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=251aa116&x-expires=1758204000&x-signature=ctKsU%2Fc2zHY7DkkT5%2FJBhHopm78%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
73,Listern_Yano_Alaga,teacherlistern,https://www.tiktok.com/@teacherlistern,bakit wala po si Zaldy Co?,2-9-2025,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c5c04ab757c4a4c8644243d073414cd7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e0082856&x-expires=1758204000&x-signature=wLbYf%2FkDbWcBfzWg0Baisu%2BfzSw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
74,LYJHUN123,lyjhun123,https://www.tiktok.com/@lyjhun123,ANG TANONG MAY MAKUKULONG BA MALIBAN SA CITE IN CONTMEPT ?,2-9-2025,2,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/15a523dc2b0221b9ea505960fc9d4fa4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=06a3a7f1&x-expires=1758204000&x-signature=NpISmnzQmMC5jwzVfgHhPA0V4Ng%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
75,Emilda Escototo,emildaescototo,https://www.tiktok.com/@emildaescototo,hahas,2-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a7a768a1ffa049e3cece036248a4d467~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f1f5bf39&x-expires=1758204000&x-signature=WZ64n%2Fl4UJJcFrKksw6HArZkGpc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
76,iam_z.sie,iam_z.sie,https://www.tiktok.com/@iam_z.sie,"What we see in Philippine politics isn’t governance, it’s a family drama disguised as a circus.",2-9-2025,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9b487e9e334bcebe4b05a0197034b4c1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a08c1805&x-expires=1758204000&x-signature=j%2F43O%2BzWarsw2i8WYsFFwyMm0%2Bg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
77,DenJhe | RECOS 🛒🛍️,jjlllyynn,https://www.tiktok.com/@jjlllyynn,"waiting po kami sa hearing about the sierra madre, sana yan na ang sunod.",2-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a4f400504704f0d5f50a626827aa8f2b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9fd751dd&x-expires=1758204000&x-signature=Xoh11Kj5m%2BgeRPAbzLRLOGeaHkU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
78,joffrie love #14❤❤❤,joffriebaylonsidl,https://www.tiktok.com/@joffriebaylonsidl,kaya pala 350 lng pasahod,2-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d5de82c0fb0b4a11677466848dcc7a5f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1bead64c&x-expires=1758204000&x-signature=kN6jE4nFOhG5HZUG9kYkEpm6xOo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
79,😋,yummydeelicous,https://www.tiktok.com/@yummydeelicous,Make them sell those cars to serve us,2-9-2025,5,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0ff3aeef52f653969fb661432e30a257~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9ca6092b&x-expires=1758204000&x-signature=i1QJoHcnSGv3pvsPEWYspUbVdkI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
80,MJ MJ,mjmj9_6,https://www.tiktok.com/@mjmj9_6,no to corruption,2-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f121837c170013f13d497ac03be09508~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c761fa5a&x-expires=1758204000&x-signature=SnmMYZubNgpVEJbJPGsU0ExcUgE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
81,ivy,ivy83191,https://www.tiktok.com/@ivy83191,first!,1-9-2025,8,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f40189cbbb1e9472486110749e17cc4b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=72ef8155&x-expires=1758204000&x-signature=SMRh%2F9cIU%2FzGIx5XqpzzfIO6zWM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
82,ttk_edits 👾,ttkedsvid,https://www.tiktok.com/@ttkedsvid,"wala rin magagawa ‘yan, kahit pa ilang beses nila sabonin kung wala rin naman gagawin mga senators...",1-9-2025,4,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c40531f80d174b9c19a7b5f4578bc3fb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c7089a10&x-expires=1758204000&x-signature=z7CySViGxIygNj1%2FHbEtoz1H9YE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
83,Marlyn Gonzales,marlyngonzales8,https://www.tiktok.com/@marlyngonzales8,28 lng sa mantalng pg eterviw ni Julio's babao 40 ang car nya,2-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/00c97ce2c335ff739e053644f7a1b810~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9ad9836c&x-expires=1758204000&x-signature=j%2Fcf2KN9c14ms0G8WV3x7B2Aibg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
84,jefordmahasol948,jefordmahasol3,https://www.tiktok.com/@jefordmahasol3,bkit nagtawanan sla😂,2-9-2025,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b6ef47f4fb97df1afc3c5116e1f6401b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=906ac53f&x-expires=1758204000&x-signature=0YrgX9ZBdQRyPaPjfaqHKzoPjsI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
85,Federico Catacutan,federico.catacuta,https://www.tiktok.com/@federico.catacuta,natatawa pa!,1-9-2025,5,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7334316371729186821~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=772ae647&x-expires=1758204000&x-signature=%2BzvjPMtNYZP2Eb%2FfzIjEDuQHdG8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
86,ミ★ 𝘙𝘈𝘊𝘏𝘌𝘓𝘓𝘌𝘍𝘠 ★彡,realshinatics,https://www.tiktok.com/@realshinatics,"grabe, from rob to riches",2-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/49fe377c6c2aa665a99fd38205031bd2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=57b95905&x-expires=1758204000&x-signature=TCFkvI%2BAfsKwzn0n26uklkt37vs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
87,Jediiiiii,itchyboyjelo,https://www.tiktok.com/@itchyboyjelo,hey,1-9-2025,5,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9af0e04fbe7e59a96c36e69c5aea1ae6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8bfcbc89&x-expires=1758204000&x-signature=EZdwAToQsPsyAW8gIDrHgzhhSmM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
88,Macky,macky21121,https://www.tiktok.com/@macky21121,tinalo pa c Henry sy at Pacquiao..,2-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/add00b5ad1d5d6b36d80ffb54f2af774~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=307534df&x-expires=1758204000&x-signature=8FTjNx2zORq6K01tU2JiXui88N0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
89,saiso viadnes,bhadhe2,https://www.tiktok.com/@bhadhe2,😅😅😅aray ko,2-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7374023607922556933~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=eab0025c&x-expires=1758204000&x-signature=nAyCxJQ2m6o2F8vMCyftO0cuPLM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
90,Mars,mars2674,https://www.tiktok.com/@mars2674,masipag lang Sila 🤣,2-9-2025,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/69cce95e3d2ee8faf64b7d316dbf6643~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=20b5e7db&x-expires=1758204000&x-signature=5LcyPisCotq9wBaTNqitsFJPXuE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
91,Princess,princesceyy,https://www.tiktok.com/@princesceyy,40 yun bat naging 28?,4-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/dbe62cb8310ba00a3cdbe51ffc70a515~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=03dea976&x-expires=1758204000&x-signature=q6fLHUK6ar1VwK0xPGKywoFMS94%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
92,Prince Fits,princefitss,https://www.tiktok.com/@princefitss,second,1-9-2025,5,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/76557c98bba61e13d3c8e334ff9c17e7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fe3c0f4e&x-expires=1758204000&x-signature=GQXv54upT5Yj1i0tBj3aWU5Ijls%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
93,Kuri,cielo.5456,https://www.tiktok.com/@cielo.5456,tapos hindi makukulong,2-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a208b41a78d4b3bfce241dcd784fbe1e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=dfccd8eb&x-expires=1758204000&x-signature=ArIxdASAcV57q0oyaU%2Bt3rTHSAE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
94,raul,kennethaquino220,https://www.tiktok.com/@kennethaquino220,hiring pba dpwh,1-9-2025,4,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/1edadb112177533109cfc7d910cf9637~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ee4ae47b&x-expires=1758204000&x-signature=iCHf3ARIluul5%2FBTZIQUXjHuYwI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
95,ASAP×Ashley,ashley.mae.santos3,https://www.tiktok.com/@ashley.mae.santos3,ginisa🔥,1-9-2025,4,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/13946d096ef72c6af2d74c39aff57471~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4e304905&x-expires=1758204000&x-signature=vv9QjIgkkaatD97xEc55T7TRTdc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
96,#plantslover,jesus02194,https://www.tiktok.com/@jesus02194,2012 pa😳😳😳??? ung tax q bilang ofw sa kanya napunta😅😅😅,2-9-2025,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bfbdd279510c3df0a5049ce67af0dc15~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e3a9bddf&x-expires=1758204000&x-signature=%2B%2FoH%2F1WXpMW%2Fig1iVUz1rYoPXq0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
97,rhanie_par.#9,rhaniepar1,https://www.tiktok.com/@rhaniepar1,pagkatapos ano mangyayari mga idol 🤣🤣🤣🤣🤣🤣🤣,1-9-2025,5,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a5949b046627f7391d1964ba1bc99c9c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2fa42057&x-expires=1758204000&x-signature=VbDzgk6pswbrRfW7AgA336xOkrc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
98,jllorenzo49,jllorenzo49,https://www.tiktok.com/@jllorenzo49,grave ka madam,1-9-2025,4,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7325768339133857797~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e40c39e6&x-expires=1758204000&x-signature=7C51DbMGYnLAgT1cVU32HneGh9w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
99,ROMEO ROSAL,romeo.rosal0,https://www.tiktok.com/@romeo.rosal0,dapat imbestigahan jan kasama mga congressman para magharap harap cla at mag turuan sila.,1-9-2025,4,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7271975910662733830~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9930b293&x-expires=1758204000&x-signature=lj7qw7sA28GrvcSU42DxNR%2BF7us%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
100,chanzy0131,chanzy0131,https://www.tiktok.com/@chanzy0131,grave,1-9-2025,3,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6854c99be3b354f557bd27f28ecc06e7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b3dcbeb8&x-expires=1758204000&x-signature=cp6iSJGX95HZ3WspXDtF7zl4HZY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
101,MAYORA,princesseranista,https://www.tiktok.com/@princesseranista,A,2-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3187c9615bebbcd9637060a41cee044d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3292c55a&x-expires=1758204000&x-signature=ADqdzov0VfvrX6ts%2FowAu7YEcow%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
102,wennie,iloveperlat3,https://www.tiktok.com/@iloveperlat3,second,1-9-2025,5,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/936087e61ca0fdc11745d34060418d0f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c8880f36&x-expires=1758204000&x-signature=tq%2B3eajoQIqJIOP8BETodRhynxE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
