Now,Wed Sep 17 2025 21:41:20 GMT+0800 (Philippine Standard Time),Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
145,Mami Jenn 🍀🌹🍀💃🍀,jenn_castle,https://www.tiktok.com/@jenn_castle,"Yan lang naman dapat tutukan eh. Who released the money, who were the signatories? tapos kasuhan na agad. Bakit need pa pahabain Ang issue na ito?",5-9-2025,3,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/62cacc3f9a1e9274eaff8abcd5a88ce1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=281076b3&x-expires=1758200400&x-signature=1lWtYk%2BlM8ZQRVfJuyEi59NWGfI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,hara,0
146,piefer,piefer40,https://www.tiktok.com/@piefer40,COA left the group😄😄😄,5-9-2025,38,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/daa959141bb591482b409db854b0f032~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=06aa3f0b&x-expires=1758200400&x-signature=76i3pza5uQpv8JJfrI16%2B%2F5rTSA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,1
147,Tom Gutz,tom.gutz2,https://www.tiktok.com/@tom.gutz2,ah may COA pla?,5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2be9f77a8b3c47febd9ef7ac36d768c5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=398a7a5a&x-expires=1758200400&x-signature=zhA92KFysDRWJ8HAS65WFvP0PC4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,piefer,0
148,huluhuluhulu,yuserneymmn,https://www.tiktok.com/@yuserneymmn,imaginin mo. kaya pala nila gawin. bat ngayon lang?,5-9-2025,74,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0dd88595d6381fcd01cce6326069fee0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8480fd1b&x-expires=1758200400&x-signature=3ejlCHe3vYfDBbk570Cjf%2F1X918%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,4
149,𝒎𝒄𝒂𝒛㋛,mycumaz,https://www.tiktok.com/@mycumaz,Si vimce dizon na kc ipinalit eh nung nasa dotr pa yan walang ginagawang ganyan ang dpwh,5-9-2025,1,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/932bff36bea99425c6e4b9f0c484f0f1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e21c26d5&x-expires=1758200400&x-signature=ciWsOLgC%2FV6bleZXOAY7jYdRvOI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,huluhuluhulu,0
150,lttlkng_,lttlkng_,https://www.tiktok.com/@lttlkng_,Hinahanap na kasi kaya naghahabol 😌,5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8132088c0d4cc16474d99faba0646109~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ba4d4a37&x-expires=1758200400&x-signature=GnGgBNj5bWHYO5AY%2Bo2U%2FMQ0GC8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,huluhuluhulu,0
151,RN,yo.ko02,https://www.tiktok.com/@yo.ko02,naupo si Sen. Marcoleta eh.. bubusisiin nyan yan. Malas lang nila napasa sa Senate... pero dapat noong pang 1986.. ginawa na yan to present. Need lagi naccheck. Depende talaga sa naka upo at official ng bayan.,5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e6f72df76b2453f5ee61d8a85ca66bea~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d0abaa11&x-expires=1758200400&x-signature=qsDQ5uhq9N%2FFVEi1596rEwRr%2Fms%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,huluhuluhulu,0
152,xyn,itsmexyn_1,https://www.tiktok.com/@itsmexyn_1,kinalampag ng mamamayan eh.,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bccda9902601b2ba7b72c22fcbfdc9b6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=54843a94&x-expires=1758200400&x-signature=0TdcpVauKyCiS8Kko3fEf9IEi3M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,huluhuluhulu,0
153,2006liner,2006liner,https://www.tiktok.com/@2006liner,Anlala grabe!!!! So kailangan pang icheck isa-isa yung projects ng dpwh para lang gawin nila ng maayos???,4-9-2025,1939,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d0c2fa36&x-expires=1758200400&x-signature=8yf7QyhXYr0MvwqFbRoo3l2bPgA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,9
154,angelfjsknsjs,angelfjsknsjs,https://www.tiktok.com/@angelfjsknsjs,mukhang kelangan na din nating maging mapagmatyag basta lagi tayong ia update ng dpwh sa mga proyekto para tayo na mismo ang magbantay ng mga proyekto sa ating bayan 🙏,5-9-2025,19,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7122292857070682113~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=02936f57&x-expires=1758200400&x-signature=Uvhkg9v2AbyVVUsbkAwLRrfd3gI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,2006liner,0
155,Samantha🖤,samanthajames8798,https://www.tiktok.com/@samanthajames8798,@𝗦𝗬𝗡𝗖𝗛𝗥𝗢𝗡𝗢𝗨𝗦 𝗖𝗘𝗛 Ay perfect,5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ace813278fb48841268b9c2ab15d012d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4c4bcdfe&x-expires=1758200400&x-signature=8j9d3K%2Bcwx6UQsZlo1a%2F9MuXgac%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,2006liner,0
156,Carl,carl26014,https://www.tiktok.com/@carl26014,@𝗦𝗬𝗡𝗖𝗛𝗥𝗢𝗡𝗢𝗨𝗦 𝗖𝗘𝗛 Help me,5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/db227577205807b450e42562793b4261~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e735227b&x-expires=1758200400&x-signature=6qwDPul0QT5bD9z4VLuXDgQo9xU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,2006liner,0
157,angelfjsknsjs,angelfjsknsjs,https://www.tiktok.com/@angelfjsknsjs,"parang ganun na nga ang mangyayari, kaya dapat siguro mag gawa din sila ng website para magsumbong ang community sa mga gantong proyekto",5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7122292857070682113~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=02936f57&x-expires=1758200400&x-signature=Uvhkg9v2AbyVVUsbkAwLRrfd3gI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,2006liner,0
158,Rickygives_quickies,_cummilinggus,https://www.tiktok.com/@_cummilinggus,"yep, government is full of incompetent stupid assholes",5-9-2025,4,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c27d613d470dd6a6bc44d831dcc9be2b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1bc6b461&x-expires=1758200400&x-signature=6ir%2BV%2FAI0hDBzyKOtjMAyxDT%2FYM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,2006liner,0
159,D. mode,jezelle_20,https://www.tiktok.com/@jezelle_20,kailangn na talaga!dahil maraming animal at sakim!,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/891507b476d9ef00b48b0c2d6891e1fe~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1d0728e6&x-expires=1758200400&x-signature=Q7CRrFjs8UfE%2BMkrAH25WIrvaY4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,2006liner,0
160,Pinun☻ SaiD:𖤈,pinuno.oncesaid,https://www.tiktok.com/@pinuno.oncesaid,galit na galit si Rendon Labrador,5-9-2025,0,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/64f3f21eab4c6394cf9d3ea721b3f723~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0c214cee&x-expires=1758200400&x-signature=TVVq2heqePjVB8pRt0wweHv%2F%2F60%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,2006liner,0
161,M,matet_016,https://www.tiktok.com/@matet_016,puro pera wala malasakit sa kapwa,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bb73229345a90746fbe603106f040b67~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=75d96446&x-expires=1758200400&x-signature=8OeimTJyx73qNB3tzDelDhSanhg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,2006liner,0
162,Network First,networkfirst,https://www.tiktok.com/@networkfirst,"natakot eh, nagsisimula na Sila mag cram 🤣🤣🤣🤣",5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7331820294002180097~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7608225c&x-expires=1758200400&x-signature=V0Y3vSO47tip%2FfX0pCIAU3Jcpeo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,2006liner,0
163,Bhong Zkie,geraldcalibz,https://www.tiktok.com/@geraldcalibz,go sec Vince dizon,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2f029209761d49f0551427ce5f803102~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=937b9033&x-expires=1758200400&x-signature=OiQnuCJ1b2YMEbXyQVk4xTQvDRM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
164,"Love, Stella",mami.bads,https://www.tiktok.com/@mami.bads,BIR isunod nyo. Kung saan napupunta ang mga natatax mapped nila. Ang mga penalties sobrang daming dinagdag.,8-9-2025,8,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6a8600459149f3bb89bde770ee6a56f9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=de20d413&x-expires=1758200400&x-signature=ewSuILhM7wWuV498ssPYbUOQwt4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,3
165,Eya Ureta,angeleyyyya,https://www.tiktok.com/@angeleyyyya,totoo lng,8-9-2025,0,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-aiso/31bdcca9c6d507c45f8539a568182a66~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4c370903&x-expires=1758200400&x-signature=X6nf16M9geIZJbAdJNC1i%2FtFC9k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,"Love, Stella",0
166,💫✨BubblesOreoNalaBluSnow ✨💫,rescuepaws0134,https://www.tiktok.com/@rescuepaws0134,"True BIR , COA, PCAB ,DTI",8-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7654d2c7e5551609c40601ca9320f0e1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2894a48b&x-expires=1758200400&x-signature=ZHglsOm%2FUPLqs%2FtGe1AWf07J86Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,"Love, Stella",0
167,LALAINE GERONA's,madamlala1216,https://www.tiktok.com/@madamlala1216,SA TOTOO LANG!!,8-9-2025,0,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/3d4b42464b829f5a8ead894d60387564~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=edace914&x-expires=1758200400&x-signature=HCi4ri4%2Bm9Fx59AV803ddsnlrmQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,"Love, Stella",0
168,Dhang,rose.alex.salaysay,https://www.tiktok.com/@rose.alex.salaysay,sure mo ha may makukulong,5-9-2025,23,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/052c6cead1f848f1c8d9df30264d6180~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d5e740a0&x-expires=1758200400&x-signature=okwYWQrWMhtgciwW3vvDE7ePGzE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,1
169,Tamyvalencia,thetamyvalencia,https://www.tiktok.com/@thetamyvalencia,🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7328983917900333064~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a8617056&x-expires=1758200400&x-signature=p9syOznXSg4FwhKgKCPHkMXVPUQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Dhang,0
170,R O M E 🖤,raasia1986,https://www.tiktok.com/@raasia1986,So ang COA pala walang occular inspection para malaman if ang project ay existing.,5-9-2025,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/adf183b22b07e3deae051c3733409459~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6bbab739&x-expires=1758200400&x-signature=M2rT077L9fch3WIhW8UBU%2F8JLsE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,2
171,Ivesss,ivessssss3,https://www.tiktok.com/@ivessssss3,oo tas reason nila kulang daw sila sa tao para mag inspect hahahagaga ang babaw ng rason dba,5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/89f09ea4204b6306ce3d782d90600e4d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1fe9a4a6&x-expires=1758200400&x-signature=uFgt8O6ZKzxM0irPNiumWnJADww%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,R O M E 🖤,0
172,R O M E 🖤,raasia1986,https://www.tiktok.com/@raasia1986,inuuna mga bulsa nila kesa trabaho. tsk,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/adf183b22b07e3deae051c3733409459~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6bbab739&x-expires=1758200400&x-signature=M2rT077L9fch3WIhW8UBU%2F8JLsE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,R O M E 🖤,0
173,Grays,grayspedrano,https://www.tiktok.com/@grayspedrano,Lols,3d ago,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f4b5b94f26a36ca7fbeaa5417c704a50~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6c84ec42&x-expires=1758200400&x-signature=udb%2BWHewhcnil9ZIySjUHmFt9xM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,1
174,Grays,grayspedrano,https://www.tiktok.com/@grayspedrano,Kunyari galit at wlang alam😂😂,3d ago,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f4b5b94f26a36ca7fbeaa5417c704a50~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6c84ec42&x-expires=1758200400&x-signature=udb%2BWHewhcnil9ZIySjUHmFt9xM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Grays,0
175,Eden,deen_325,https://www.tiktok.com/@deen_325,baka wala ng natira sa contractor..kaya ganyan na lang nagawa nila..,4-9-2025,39,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b5221dbd8aeb3ef7ecf72d7f204967c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a42dfe7e&x-expires=1758200400&x-signature=AP90mxzt%2Bos2NZ9OCsLBpNoxynY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,2
176,wotanista,wotanista,https://www.tiktok.com/@wotanista,binulsa yung budget yun lang yun,5-9-2025,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/203a81c71671624ac6641fe03d64fd83~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=18d58f97&x-expires=1758200400&x-signature=qZcScubQNe%2FW5PrG7AdNg76fTPM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Eden,0
177,bam_boo382,bam_boo382,https://www.tiktok.com/@bam_boo382,pwede,5-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f34e48f9fc56616de93e7a97e3ce0778~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=14e7b4c4&x-expires=1758200400&x-signature=4PYzfaqXFX5McV5zO7Bo4GBj0l8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Eden,0
178,isspaghetingpababa,hahahahahahahaahhaahahh,https://www.tiktok.com/@hahahahahahahaahhaahahh,,4-9-2025,478,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/91207ec3fb89782dd45bebc4c7d17ebf~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8929085c&x-expires=1758200400&x-signature=mIhhF0FIUU67WZ%2Bs%2Bd1gDE92vBM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,1
179,ShortCake,shortcake6926,https://www.tiktok.com/@shortcake6926,@𝗦𝗬𝗡𝗖𝗛𝗥𝗢𝗡𝗢𝗨𝗦 𝗖𝗘𝗛 Can help,5-9-2025,1,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/48ed7e2751290758741b6bbf51c72c2d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fa71d98e&x-expires=1758200400&x-signature=eNvl5jhU6NdQfL08w8%2FZwJaXzHw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,isspaghetingpababa,0
180,Bernz,jikboi1019,https://www.tiktok.com/@jikboi1019,Ipa tawag niyo si romualdez at si co sila ang nakakaalam lahat,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a592a87860b374a27984c769c1c49806~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b559f477&x-expires=1758200400&x-signature=8jLhb5ib6xANAmvZpN3D%2BnfItAI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,4
181,Just Mom,airatanfrivaldo,https://www.tiktok.com/@airatanfrivaldo,Andun sa ibang bansa pinagtatawanan un hearing. 🙄,6-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7331f0ceadde4b0b1f428b42c30165fb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f4f3130e&x-expires=1758200400&x-signature=S4WMjwN5lFHAxaOm3W0obOcmP5o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Bernz,0
182,shur,edcelkulwxq,https://www.tiktok.com/@edcelkulwxq,evidence please☺️,5-9-2025,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d0c2fa36&x-expires=1758200400&x-signature=8yf7QyhXYr0MvwqFbRoo3l2bPgA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Bernz,0
183,gwenseamstress,kyou_fujibayashi23,https://www.tiktok.com/@kyou_fujibayashi23,Meron na kaya si co na america Hindi pa umuuwi simula ng 20th congress,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7799c498d535648ccf4cbe9b07c060e4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=544442a0&x-expires=1758200400&x-signature=ft3ZpFONu0vFpism55JYmASDSqY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Bernz,0
184,shur,edcelkulwxq,https://www.tiktok.com/@edcelkulwxq,"means wala pa???
like ghost project, connection sa contactor. dpat mayrun n bago mag comment☺️",5-9-2025,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d0c2fa36&x-expires=1758200400&x-signature=8yf7QyhXYr0MvwqFbRoo3l2bPgA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Bernz,0
185,Kate Ashley,kate.ashley398,https://www.tiktok.com/@kate.ashley398,"What if bumalik lahat ng mga sinaunang Bayani ng Pilipinas tapos sasabihin nila: ito na ba ang bayan na buwis buhay naming ipinag lalaban"". ano kaya isasagot ng mga leader natin.",5-9-2025,15,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/41bf600acd09791596803f340d9f15b3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4e244da1&x-expires=1758200400&x-signature=AUmvcb4W5DsSvr5oXWMdeO9JYb0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,2
186,gwenseamstress,kyou_fujibayashi23,https://www.tiktok.com/@kyou_fujibayashi23,naririnig ko na si general luna,5-9-2025,4,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7799c498d535648ccf4cbe9b07c060e4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=544442a0&x-expires=1758200400&x-signature=ft3ZpFONu0vFpism55JYmASDSqY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Kate Ashley,0
187,jerkmeoff,loke1iwj,https://www.tiktok.com/@loke1iwj,ih ambangis,5-9-2025,5,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b13860e39c9281a32ad91af1aee16792~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=76069d88&x-expires=1758200400&x-signature=9MQh9NHMCRLh67cNo5hkybEvJ9A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Kate Ashley,0
188,jaymarluchavez6,jaymarluchavez6,https://www.tiktok.com/@jaymarluchavez6,walang makukulong basta mayaman ang kalaban.. hahababa,5-9-2025,52,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7234177036294111237~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4fea79e6&x-expires=1758200400&x-signature=eN5X%2FYlNZ458AT3INYfmzMkBy5k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,4
189,angel Estefanio,angel.estefanio,https://www.tiktok.com/@angel.estefanio,only Philippines,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bee148f48951377f36496dda362de991~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a6dd58b9&x-expires=1758200400&x-signature=1abd8TkWE8qdEWTC4R2YAsn%2BlpA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,jaymarluchavez6,0
190,"GIF""",yamaha860,https://www.tiktok.com/@yamaha860,totoo Yan .,5-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5aa8edbc466e128a8c740f8ab912d646~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=99f0c061&x-expires=1758200400&x-signature=eCGjTaFnyh63rzcfpidaW1LGiDo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,jaymarluchavez6,0
191,Hans,hans36613,https://www.tiktok.com/@hans36613,kaya pala gumuguho ang gusali😂,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/317f2f8a6beed6976bd5b1d74591ad2b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=55709134&x-expires=1758200400&x-signature=MJaI38V2nKzH2ekpr1H9wO45dVU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,jaymarluchavez6,0
192,🥊꧁✯ꙮ፰༒J㋛hи𓄂ᬼ𓆃Riеиt㋛s༒⚔☠✯꧂🥊,itelvistatabthirty,https://www.tiktok.com/@itelvistatabthirty,kawawa pala si napoles napag initan sya 55 yrs e,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/232f0f6cf339f2815657cb4ef526fb33~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0044fc82&x-expires=1758200400&x-signature=IW5C2jjOQqOrDz8aKdW3p1uz%2B%2BQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,jaymarluchavez6,0
193,Hushuil,velcroche,https://www.tiktok.com/@velcroche,"DONT LET THIS ISSUE DIE❗️REPEAT AFTER MEEE!!! Normalize public shaming and calling out all corrupt politicians and their families who shamelessly flaunt our tax money. Staying silent only protects those who fail us. Let’s raise our voices, shame them, post them, pressure them, ask the hard questions, and demand real solutions from our leaders. We don’t deserve the bare minimum.💯 GISING PILIPINAS",5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0503f516fbea3895c6b9559d1c0bbd6c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d94afa61&x-expires=1758200400&x-signature=TkOSlrJqoZs2mROMLKqMw9zxx5o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
194,Ace,acezxcs30,https://www.tiktok.com/@acezxcs30,"SPREAD THIS‼️! WE ARE STARTING PEOPLE POWER 3 AT SEPTEMBER 13. WE DO NOT WANT CORRUPTION ANYMORE. WE FINALLY OPENED OUR EYES. FELLOW FILIPINOS, PLEASE GATHER AT EDSA, QUEZON CITY ON SEPTEMBER 13. LETS SHOW WHAT WE DESERVE. PLEASE SPREAD THIS AWARENESS AND SO THAT MANY PEOPLE CAN ATTEND AND BE INFORMED WITH THIS!!! BRING SIGNS AND POSTERS ABOUT THE ONGOING CORRUPTION. PEOPLE POWER BRINGS MORE CONTRIBUTIONS THAN THINK IT DOES! TOGETHER, WE GATHER LETS GO‼️‼️‼️",5-9-2025,13,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/07a124ffe2eb639ef2440b2599e5ccbe~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=403d108d&x-expires=1758200400&x-signature=4qwM1mAAmfStey8BYKZQh34811w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
