Now,Wed Sep 17 2025 21:56:32 GMT+0800 (Philippine Standard Time),Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
169,Yay-Abes,yayabes456,https://www.tiktok.com/@yayabes456,8080 ka talaga 😂,21-8-2025,3,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fccd8d9a4fa11a82e376444cb18f3e9d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=494f54d5&x-expires=1758200400&x-signature=A4xT1WHabsgzw1dWx06NnmCxXJg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
170,siri,aeon_cabral,https://www.tiktok.com/@aeon_cabral,work po sabi hindi project,21-8-2025,4,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7de942f129096ce42cf7466ef8f49e37~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=51401e2d&x-expires=1758200400&x-signature=%2BPHgEkq%2B7rGe3TBEh70NtC1eer8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
171,warrenzrm,warrenzrm,https://www.tiktok.com/@warrenzrm,,22-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8c35aaa8984cc8026beba7d562751702~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=93efb84c&x-expires=1758200400&x-signature=cxRil8PxsTZHxsiSd0JZ7Eqx9fQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
172,aly,antonio45simp,https://www.tiktok.com/@antonio45simp,here they are again with them negative mindset,21-8-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/67c3f8bfc489452583883bd590a12ff6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e5a389ff&x-expires=1758200400&x-signature=ff%2BI5p09VjNMhV3BcUu8wbKbhdU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
173,Hamsammy,hndsm.hrld,https://www.tiktok.com/@hndsm.hrld,"Hahaha, ginagaya mo sa VP mong nasa bakasyon pero sumusweldo. 😁",21-8-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/532ffc435a28e73ddf7e61f09ffea1df~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=30b023a5&x-expires=1758200400&x-signature=qB8B54QGQZKhlHWEQBsiHhR1cJU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
174,Lodicake 🎂,johnmercado37,https://www.tiktok.com/@johnmercado37,Totoo kasi ung sara nyo pa travel travel lang wala pakialam. 😂😂,29-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/59a0a53b08e1862a373d9fca5f1b4da3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ad275e3e&x-expires=1758200400&x-signature=jTbIO9aitSMMM8vylnTR2jscx2I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
175,RJ Homeres,rjhomeres_28,https://www.tiktok.com/@rjhomeres_28,oo nga e ung VP mo matatapos ang ang term pero pabakasyon bakasyon lang 🤣🤣,26-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b6c96fa009eba97fe3ccf5f38746c4ac~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d0277cef&x-expires=1758200400&x-signature=W4KiP6ndY%2FLnBrG%2Fqcn8qcKbvAA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
176,YUKI WATANABE,doc_wakwak,https://www.tiktok.com/@doc_wakwak,atleast linilinis nya. poon mo ano ginawa 😂,24-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4ddae8ffeaee4958e4bbee57500db8e2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fee0d62a&x-expires=1758200400&x-signature=ZtYqCQ0w%2FNK3zXxjVRgGGfhbHkY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
177,Ace Turallo,ace.trlloo,https://www.tiktok.com/@ace.trlloo,Galaw galaw na din ang bulsa 🤪,24-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/317bf974379aa08f78561a8e10d37adf~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5944d8d0&x-expires=1758200400&x-signature=P0luREbx95A1QfGuIKeM9Kq%2FXKY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
178,MaN Jr,juniorsambaan,https://www.tiktok.com/@juniorsambaan,dutae,24-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c68d4cb6cf7deff3fb8d73382dd66dd4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b494cdac&x-expires=1758200400&x-signature=cxhlino6UzLZD9YXGJ1gMnjoFwU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
179,kylenggg,kylennnn200125,https://www.tiktok.com/@kylennnn200125,sana ol baliw,24-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f4a93a257e6d88e8fac2cda972294b72~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=15256ef0&x-expires=1758200400&x-signature=pc1c0obpzlnSEWGXFDSF47wpdCI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
180,ชีน มินจิ,sheene.minji,https://www.tiktok.com/@sheene.minji,nuhhh! workin talaga sya hindi lang sya mahilig mag pabalita di tulad ng iba mga plastik mga kurakot naman,24-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a36b9c7e95b9e8bfc65dffe9e196e1f4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bf77ab42&x-expires=1758200400&x-signature=y%2BCjrA2HqTLs%2FAiisgL%2Bc8DfRzY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
181,Arwin Nocity,arwinnocity2,https://www.tiktok.com/@arwinnocity2,kontra kba sa ginagawa nya ngayun?,23-8-2025,0,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/35c2d2398f71830fccdad59f573577a0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4567a023&x-expires=1758200400&x-signature=KYtl%2B5ZHBIv%2BY8hcATinXakDSDE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
182,8U60K Warrior,8u6okwarrior,https://www.tiktok.com/@8u6okwarrior,8080ng talangka,23-8-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7247307730950553605~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e82ffde5&x-expires=1758200400&x-signature=YJPw0Jhu3LfRTuFtrMlCbSjJV%2Bg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
183,peachyyyyyyyyyy7,peachyyyyyyyyyy7,https://www.tiktok.com/@peachyyyyyyyyyy7,"Si Sara ang nangurakot na sinasabi ko. HAHAHAHA bat galit na galit ka sakin kuya, sinang ayunan ko nga comment mo 😂😂",22-8-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/cd99366193f42fa017bdf8e248724838~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d05b7048&x-expires=1758200400&x-signature=Io1Z7Ubsnl%2BUtjR8nJ531touAho%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
184,eko,jerikkogandelacab,https://www.tiktok.com/@jerikkogandelacab,"haha sorry po, hirap na magtiwala sa mga duterte",22-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/45da13e069bf4804ab50d645b87ef622~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c0c88269&x-expires=1758200400&x-signature=Z0qIHyFakhfWrwGVJ%2BN0Ku8Kv88%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
185,lucky,xdngrx,https://www.tiktok.com/@xdngrx,pano nyo naman kasi malalaman kung nag tatrabaho ang presidente kung mas naniniwala kayo sa mga puro paninira sakanya😏,22-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ba59eb6d28dbce667a3761d0f94439cb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6af0cfe1&x-expires=1758200400&x-signature=zw8gjJdQ%2FtF5MrYfmAwmM%2BNrGMs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
186,alvnrecharge,alvndeeds,https://www.tiktok.com/@alvndeeds,kasi natalo yung mga manok sa eleksyon lol,22-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/db45a4913c0727c3a2cf9ef703b118ac~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8196cf2d&x-expires=1758200400&x-signature=G%2BsQveLLq0rzYxCJrc%2F%2Bx4qVSjs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
187,carr0t._.cake,carr0t._.cake,https://www.tiktok.com/@carr0t._.cake,Bat di kayo kay du30 magalit? Eh sa kanyang term nagsimula yang projects na hindi tinatapos? Nakakaloka mga utak niyo.,22-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fcc4b3a11b4c7c5a966ab66aa90af90b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=58406930&x-expires=1758200400&x-signature=4P5E8D8tqntwKh7Qyhaq8UoxT8E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
188,Maria riza Tabora,mariarizatabora,https://www.tiktok.com/@mariarizatabora,😂😂😂 Tama lng para nmn ndi sayang ang boto natin jan,21-8-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0c204f29f8b9f7e39cf8447ac488b52c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8fc4a0d1&x-expires=1758200400&x-signature=G2IMQMQgXj%2FT%2F12pnPkGsjrtddw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
189,Patricia,patriciasp03,https://www.tiktok.com/@patriciasp03,working para pantakip Kay misis nya haha,21-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1dc88e5ab46505c91ef8bbaaf48f9725~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5d72bd57&x-expires=1758200400&x-signature=9B4HqZl%2B33pfspUkIGVb0oiQCwc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
190,casimiro,casimiro8816,https://www.tiktok.com/@casimiro8816,vvian velez ang galawan ng bibig mo 🤣🤣🤣🤣🤣🤣🤣🤣,21-8-2025,0,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7324340789457698818~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3d776957&x-expires=1758200400&x-signature=xtWyNQ%2FRXRDNTYfhWIgE9oeSHg4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
191,₍^. .^₎⟆,vxdenzi,https://www.tiktok.com/@vxdenzi,Troll ka?,21-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/15fc8a7122db996d920e7a478b197a11~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1c333041&x-expires=1758200400&x-signature=XtWxpWaDqKj4%2BsrjjYdGklDLLcg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
192,WenKris Rivera🥰,wenkris.rivera2,https://www.tiktok.com/@wenkris.rivera2,🤣,21-8-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7287359613665640453~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=67689a8c&x-expires=1758200400&x-signature=3W1cUeD0TtzW79688YtfhjH1PKA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,VVIAN🌻,0
193,Jaliiii,dssryyy,https://www.tiktok.com/@dssryyy,"See, tapos lahat yan sa presidente lang ang sisi. Wake up, people. Hindi lahat natututukan kasi iisa lang sya, kaya nga may mga naka assign para sila ang kumilos kaso ganyan lang din ang nangyayari. Wala rin syang idea sa nangyari kaya wag sya ang sisihin ninyo.",21-8-2025,2212,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/aed7b0891aea4403a36cfff17e26df25~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8c1f3f01&x-expires=1758200400&x-signature=o3Jk3MwzxBItW8GB7UI%2FgEqG5N4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,15
194,el,cjbanaenae_,https://www.tiktok.com/@cjbanaenae_,"still, dapat binibisita yan, or chinecheck para sa update. although di niya nga talaga kasalanan, sana pinacheck niya sa tauhan. or nagpaupdate sa chairman",21-8-2025,39,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5dc1e498559cd3976959bf6aeb2384b2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=10313837&x-expires=1758200400&x-signature=Wem8JIQHS8FnVg35JS%2FsT%2BDEC%2F4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Jaliiii,0
195,blayt,j0_el3,https://www.tiktok.com/@j0_el3,Hindi na trabaho ng president yan governor and Congressman Ang kailangan Gawin yan,21-8-2025,182,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4f77d33c98762ff458b7d3197e3d9e90~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b3b48314&x-expires=1758200400&x-signature=vArEjFrLIkXjvv%2FI%2BQ4acmF4Q4I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Jaliiii,0
196,Zanzan,itskarlsen1,https://www.tiktok.com/@itskarlsen1,binibisita but kailangan pa ba na si president? how about the others na naka lagay sa role na pag inspection lalong lalo na yung lgu na malapit sa flood control nayan?,21-8-2025,149,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6cef5f9cfdb0fdd296975ac865c18faf~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bbae1ae4&x-expires=1758200400&x-signature=6%2FppBvUiPxD0j8MhtfCXoyUElgQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Jaliiii,0
197,Refdnanid Caslu,refdnanid.caslu,https://www.tiktok.com/@refdnanid.caslu,haysss may trabaho ka po?,21-8-2025,16,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7303884068146544646~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=666e5a9c&x-expires=1758200400&x-signature=eAitljNTLQei9M3LnAMmd4KsCl8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Jaliiii,0
198,kyzie⁷,kyz_meee,https://www.tiktok.com/@kyz_meee,para saan pa ang mayor o governor kung presidente pa rin ang kailangan bumisita dyan? HAHAHAHAHA laro ka nak,21-8-2025,52,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7b8c44d37198bf8b07d7cd84d39f2f5a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=02847caa&x-expires=1758200400&x-signature=xCswAMuJ60CjkeNQHFt%2FoEB1cGs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Jaliiii,0
199,Primordial God,cosmicforce21,https://www.tiktok.com/@cosmicforce21,Binibisita po yan ng DPWH kasi yan ang role nila to monitor but the problem is laging nakareport ay maganda naman at tapos na pero hindi pa pala,21-8-2025,49,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ab6b3159420bdb0ba4b2c142a120c2d7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7186e2be&x-expires=1758200400&x-signature=5FssTSILwHWCa0ewvWVsEzbv9Qc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Jaliiii,0
200,Notification,notification_bogart,https://www.tiktok.com/@notification_bogart,Then be the president,21-8-2025,5,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b811531d135a7ea23fae33f833a804fd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e01261e0&x-expires=1758200400&x-signature=1K%2BugPNH0W%2BwZbvt9aPIwjXYZWM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Jaliiii,0
201,el,cjbanaenae_,https://www.tiktok.com/@cjbanaenae_,"oo nga hindi niya nga kasalanan, pero kasi siguro alam naman ng mayor yan or chairman jaan sana tinutukan man lang then nagupdate sa mga tauhan ng president if ever, i’m not blaming him at all, since for what i see victim siya here, sana man lang nakatulong nang konti yung mga tao doon😭",21-8-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5dc1e498559cd3976959bf6aeb2384b2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=10313837&x-expires=1758200400&x-signature=Wem8JIQHS8FnVg35JS%2FsT%2BDEC%2F4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Jaliiii,0
202,el,cjbanaenae_,https://www.tiktok.com/@cjbanaenae_,"bat ba kayo galit sakin??😭😭 oo nga hindi niya nga kasalanan, pero kasi siguro alam naman ng mayor yan or chairman jaan sana tinutukan man lang then nagupdate sa mga tauhan ng president if ever, i’m not blaming him at all, since for what i see victim siya here, sana man lang nakatulong nang konti yung mga tao doon😭",21-8-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5dc1e498559cd3976959bf6aeb2384b2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=10313837&x-expires=1758200400&x-signature=Wem8JIQHS8FnVg35JS%2FsT%2BDEC%2F4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Jaliiii,0
203,el,cjbanaenae_,https://www.tiktok.com/@cjbanaenae_,"nagsabi na nga ako na sana chineck ng mga tauhan or chairman or whatsoever? di ba visible lol. oo nga hindi niya nga kasalanan, pero kasi siguro alam naman ng mayor yan or chairman jaan sana tinutukan man lang then nagupdate sa mga tauhan ng president if ever, i’m not blaming him at all, since for what i see victim siya here, sana man lang nakatulong nang konti yung mga tao doon😭",21-8-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5dc1e498559cd3976959bf6aeb2384b2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=10313837&x-expires=1758200400&x-signature=Wem8JIQHS8FnVg35JS%2FsT%2BDEC%2F4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Jaliiii,0
204,el,cjbanaenae_,https://www.tiktok.com/@cjbanaenae_,"ayun langg, may mali rin yung mga nagrereport sana naging transparent sila, kawawa yung mga nasisi",21-8-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5dc1e498559cd3976959bf6aeb2384b2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=10313837&x-expires=1758200400&x-signature=Wem8JIQHS8FnVg35JS%2FsT%2BDEC%2F4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Jaliiii,0
205,el,cjbanaenae_,https://www.tiktok.com/@cjbanaenae_,"oo nga hindi niya nga kasalanan, pero kasi siguro alam naman ng mayor yan or chairman jaan sana tinutukan man lang then nagupdate sa mga tauhan ng president if ever, i’m not blaming him at all, since for what i see victim siya here, sana man lang nakatulong nang konti yung mga tao doon😭",21-8-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5dc1e498559cd3976959bf6aeb2384b2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=10313837&x-expires=1758200400&x-signature=Wem8JIQHS8FnVg35JS%2FsT%2BDEC%2F4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Jaliiii,0
206,Aj Oesile🇵🇭🇸🇬,sapphire_yoj,https://www.tiktok.com/@sapphire_yoj,correct,21-8-2025,3,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c347b50d21ff0461e0b4bdc7b8994563~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=80596709&x-expires=1758200400&x-signature=Di9gE7gEIQ8tHcqjAtv37YRm3Vk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Jaliiii,0
207,Edspace,edspace3,https://www.tiktok.com/@edspace3,no need to check.. kung matino ka gagawin mo at tatapusin mo ng tama at maayos ang pinagagawa sayo.. minset mo boi😏,22-8-2025,5,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7348741964986548230~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5a9f9889&x-expires=1758200400&x-signature=a3d5V2FXDWYavfcLoRE%2Bl75IBnY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Jaliiii,0
208,Mentolie,mentolie8,https://www.tiktok.com/@mentolie8,may certain department/ agencies ng gov naka assign for this role....,22-8-2025,4,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d0c2fa36&x-expires=1758200400&x-signature=8yf7QyhXYr0MvwqFbRoo3l2bPgA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Jaliiii,0
209,Skinny Legend,skinny.legend10,https://www.tiktok.com/@skinny.legend10,Dutae Legacy 👊💚👊💚,20-8-2025,863,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a414c56e1c840f72fb2eb89bcf79a99~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1783b254&x-expires=1758200400&x-signature=OhZKe3Nto4cbWUBT2FHP06pt%2BaQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,33
210,Archer Sag12,marshallrius,https://www.tiktok.com/@marshallrius,Nanisi pa eh klaro sa panahon ni bebeyem at ng buwaya niyang pinsan 😂😂😂,20-8-2025,94,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/05275d3efeffa5546ed514f281bdfa17~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2951e08b&x-expires=1758200400&x-signature=9Ss9qHcLEXQFoLB2uR6zKFPnLXk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Skinny Legend,0
211,creameries,zakklargo,https://www.tiktok.com/@zakklargo,sino ba presidenti Ngayon and plus nag warning na nabawal dumaan heavy truck eh dumaan Ayan hugmak,20-8-2025,21,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/073de9a53ce0af7978a940ae48cc0260~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=94b38a84&x-expires=1758200400&x-signature=V1PLxJT0mYriNg6EKO0uYzqeHjU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Skinny Legend,0
212,Irvin,aervinnnnn,https://www.tiktok.com/@aervinnnnn,bulok lang talaga yung tulay haha,21-8-2025,21,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a36cd7dfcaab30a30526d8a0594c18fb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2cb15d4f&x-expires=1758200400&x-signature=zYDZg0Ro%2BeOTPci5ycLU56UoyR8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Skinny Legend,0
213,tung tung sahur,aceazusagawa,https://www.tiktok.com/@aceazusagawa,hahahaha 8080 kung hindi substandard pagkakagawa nyan ni dutae saang tulay na million ang ginastos bawal dumaan ang truck,21-8-2025,26,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5c8690909c25f7e33aaaf407c66722de~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=27be2ad9&x-expires=1758200400&x-signature=%2FriURxShq0hj5ROzABuOXkumbe4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Skinny Legend,0
214,ghostfighter69,ghostfighter69,https://www.tiktok.com/@ghostfighter69,ang 8080 mo 🤣🤣🤣,21-8-2025,6,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7155162682952744986~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=352a2352&x-expires=1758200400&x-signature=g%2FlC4%2FkG9kQvfLTyX4rsV9HKxn0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Skinny Legend,0
215,olgago,zxcchch,https://www.tiktok.com/@zxcchch,KAILAN GINAWA YUNG BRIDGE?!!!SINONG PRESIDENTE ANG NAKAUPO NOONG GINAWA YAN?,21-8-2025,4,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/17e5febc51993fff4c72db89a96c2e4d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=491f6de5&x-expires=1758200400&x-signature=GGJ2WOJDxvBtKzsecZoN3PSxD4Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Skinny Legend,0
216,creameries,zakklargo,https://www.tiktok.com/@zakklargo,"um actual po every bridge po meron limited weight gets moba? Hindi ako engineer pero Yung infrastructure lng talaga ma liit talaga dumadaan don Hindi subra bigat,gets moba point ko (limited) Ang bridge weight gets na? after I saw the picture bridge collapse may dumaan dum truck dumaan tas meron pa carga wag maging 8080 pls",21-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/073de9a53ce0af7978a940ae48cc0260~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=94b38a84&x-expires=1758200400&x-signature=V1PLxJT0mYriNg6EKO0uYzqeHjU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Skinny Legend,0
